Property_ID,City,Locality_Type,Property_Type,BHK,Bathrooms,Super_Area_SqFt,Carpet_Area_SqFt,Floor_Number,Total_Floors,Age_of_Property,Furnishing_Status,Parking,Lift_Available,Gated_Community,Distance_to_Metro_km,Distance_to_City_Center_km,Price_INR_Lakhs
JA-499622,Jaipur,Mid-Range,Builder Floor,2,3,1292.34,890.62,12,24,20,Semi-Furnished,0,1,1,2.99,3.6,36.86
PU-260926,Pune,Premium,Villa,4,5,1910.45,1545.72,0,2,16,Semi-Furnished,0,1,1,2.81,2.16,170.33
HY-869655,Hyderabad,Mid-Range,Villa,5,6,1511.07,1193.73,6,33,22,Furnished,1,1,1,0.94,3.34,161.0
HY-603375,Hyderabad,Mid-Range,Independent House,2,2,1417.41,1176.2,5,9,1,Semi-Furnished,1,1,0,3.98,13.07,87.32
MU-126006,Mumbai,Affordable,Independent House,3,3,941.32,781.66,3,10,14,Semi-Furnished,1,1,0,0.11,6.78,118.65
AH-435220,Ahmedabad,Mid-Range,Apartment,4,5,1650.66,1373.46,0,1,0,Unfurnished,0,0,1,0.5,7.4,69.86
MU-338670,Mumbai,Affordable,Villa,2,3,1164.58,886.62,0,2,21,Furnished,1,0,0,3.36,1.02,169.23
KO-165715,Kolkata,Mid-Range,Villa,2,3,1059.71,865.57,7,9,7,Semi-Furnished,1,1,1,5.97,8.56,54.54
MU-100445,Mumbai,Mid-Range,Builder Floor,1,1,944.06,786.13,9,18,3,Unfurnished,1,1,1,2.24,5.32,172.07
JA-645032,Jaipur,Mid-Range,Apartment,2,3,1327.78,1053.53,0,36,28,Semi-Furnished,1,1,0,3.38,0.64,64.05
KO-192820,Kolkata,Affordable,Apartment,4,5,599.99,442.32,23,30,3,Furnished,1,1,1,3.21,9.33,22.2
AH-723654,Ahmedabad,Premium,Apartment,4,4,2543.67,2106.11,10,11,30,Semi-Furnished,0,1,0,5.13,20.85,72.94
KO-168608,Kolkata,Mid-Range,Apartment,3,3,1414.38,1033.41,16,24,6,Furnished,0,1,0,1.1,3.72,101.14
KO-979184,Kolkata,Mid-Range,Builder Floor,2,2,1521.04,1142.67,3,17,0,Semi-Furnished,0,1,1,5.21,9.08,102.37
JA-609137,Jaipur,Premium,Independent House,2,2,2139.36,1700.71,7,34,29,Furnished,1,1,1,5.88,8.58,68.16
MU-321284,Mumbai,Premium,Villa,2,3,1848.15,1295.89,13,22,27,Unfurnished,1,1,0,3.14,9.52,324.82
CH-110029,Chandigarh,Affordable,Builder Floor,4,4,648.46,547.52,23,37,7,Furnished,0,1,1,3.55,2.27,54.34
HY-788221,Hyderabad,Mid-Range,Independent House,3,4,1216.66,960.02,14,26,20,Furnished,0,1,0,4.43,8.65,97.8
HY-944267,Hyderabad,Affordable,Villa,1,2,333.19,252.39,10,12,26,Unfurnished,1,1,0,4.41,6.4,19.1
JA-088634,Jaipur,Premium,Builder Floor,2,3,2586.14,2014.84,13,15,0,Furnished,1,1,0,2.81,13.69,79.85
HY-818784,Hyderabad,Mid-Range,Independent House,2,3,959.88,796.55,28,32,27,Unfurnished,1,1,0,1.85,12.99,60.07
JA-795639,Jaipur,Mid-Range,Apartment,6,6,980.17,671.17,34,36,6,Furnished,1,1,1,1.6,6.38,57.21
DE-298130,Delhi,Affordable,Villa,1,1,945.18,696.02,1,13,12,Furnished,1,1,0,3.24,6.35,77.59
KO-551294,Kolkata,Mid-Range,Independent House,2,3,976.07,794.95,12,39,10,Furnished,1,1,0,6.33,3.38,55.31
DE-754735,Delhi,Affordable,Builder Floor,3,4,671.4,570.13,29,31,27,Furnished,0,1,1,5.11,3.84,39.77
HY-641038,Hyderabad,Mid-Range,Builder Floor,1,2,1699.3,1335.68,0,28,3,Unfurnished,1,1,1,4.45,11.03,166.98
BA-912074,Bangalore,Mid-Range,Builder Floor,2,3,1157.94,954.99,25,27,9,Furnished,1,1,0,4.58,7.4,131.17
BA-217004,Bangalore,Premium,Apartment,3,3,1520.72,1081.74,14,30,12,Furnished,1,1,1,2.83,5.18,181.84
JA-466921,Jaipur,Affordable,Builder Floor,3,3,425.46,303.91,32,36,28,Furnished,1,1,1,5.25,10.25,10.0
JA-952914,Jaipur,Mid-Range,Apartment,1,2,1288.13,1002.85,4,33,11,Semi-Furnished,1,1,1,3.83,2.47,40.21
PU-275167,Pune,Mid-Range,Apartment,3,3,1383.29,912.24,9,27,7,Unfurnished,0,1,1,4.49,6.73,157.32
AH-884578,Ahmedabad,Premium,Builder Floor,1,2,1625.8,1285.38,4,9,4,Semi-Furnished,1,1,0,3.24,5.84,119.01
DE-942513,Delhi,Premium,Villa,1,2,1876.73,1278.06,10,17,21,Semi-Furnished,1,1,0,3.53,1.11,433.62
JA-150840,Jaipur,Premium,Apartment,3,4,2815.27,1873.52,1,36,15,Semi-Furnished,1,1,1,1.68,4.81,553.8459856571309
PU-312446,Pune,Premium,Independent House,2,2,1627.01,1093.63,8,21,8,Unfurnished,1,1,1,2.68,7.39,307.01
KO-577401,Kolkata,Mid-Range,Builder Floor,1,2,1305.37,986.68,4,10,18,Unfurnished,1,1,0,0.19,9.06,50.85
CH-338926,Chennai,Premium,Builder Floor,2,3,2339.43,1948.62,5,6,8,Unfurnished,1,1,1,0.77,14.61,265.55
BA-946063,Bangalore,Mid-Range,Villa,5,5,1390.09,1081.48,2,3,28,Semi-Furnished,0,1,1,2.69,1.34,129.5
AH-103250,Ahmedabad,Mid-Range,Villa,5,5,1159.6,755.74,1,3,4,Semi-Furnished,0,0,1,3.62,9.84,26.148179140001442
AH-268458,Ahmedabad,Premium,Villa,3,4,2115.56,1786.47,14,15,16,Unfurnished,1,1,1,1.66,5.2,148.73
CH-868739,Chennai,Affordable,Independent House,3,4,842.93,622.2,5,6,34,Semi-Furnished,1,1,1,4.76,6.6,29.32
JA-331787,Jaipur,Mid-Range,Independent House,5,5,1331.2,894.53,6,10,3,Furnished,0,1,1,2.43,8.37,64.66
CH-710604,Chennai,Mid-Range,Builder Floor,3,3,964.19,807.64,0,2,22,Furnished,0,0,0,5.27,7.95,57.41
KO-223652,Kolkata,Affordable,Apartment,4,5,862.35,682.0,6,32,29,Furnished,0,1,1,1.83,3.72,26.23
AH-683478,Ahmedabad,Premium,Villa,3,3,2248.91,1730.48,1,17,27,Furnished,1,1,0,6.78,6.29,161.81
CH-468359,Chennai,Mid-Range,Apartment,5,6,1396.4,1185.1,9,17,18,Furnished,1,1,0,0.21,12.88,61.95655475327953
JA-821835,Jaipur,Mid-Range,Independent House,1,1,826.65,578.89,11,14,26,Semi-Furnished,1,1,0,3.9,13.73,20.26
CH-751183,Chandigarh,Mid-Range,Independent House,3,4,1049.51,809.65,18,30,12,Semi-Furnished,1,1,1,2.18,4.65,89.55
AH-455907,Ahmedabad,Premium,Apartment,4,5,2166.51,1587.23,22,25,21,Semi-Furnished,0,1,1,1.69,9.8,113.85
CH-097044,Chennai,Affordable,Builder Floor,2,3,1047.38,827.77,8,17,31,Furnished,1,1,1,2.76,16.32,27.48
JA-985699,Jaipur,Mid-Range,Independent House,2,3,1314.16,1111.74,0,5,13,Semi-Furnished,1,1,1,1.92,12.6,41.61
HY-830104,Hyderabad,Mid-Range,Villa,3,4,1346.68,929.7,29,30,14,Furnished,1,1,1,0.53,18.31,81.97
HY-048709,Hyderabad,Affordable,Builder Floor,2,2,593.51,469.06,1,17,21,Semi-Furnished,1,1,1,1.57,2.28,40.97
KO-194504,Kolkata,Affordable,Builder Floor,1,2,1106.42,896.57,2,33,3,Semi-Furnished,1,1,1,2.71,16.78,53.3
PU-609545,Pune,Mid-Range,Villa,3,4,1500.47,996.34,8,18,31,Furnished,0,1,1,1.21,1.27,92.85
BA-600937,Bangalore,Mid-Range,Apartment,3,3,1605.68,1192.83,20,34,0,Furnished,0,1,1,3.32,4.78,221.69
CH-408298,Chandigarh,Mid-Range,Builder Floor,3,4,916.24,655.4,24,30,6,Unfurnished,1,1,1,0.21,8.66,68.82
DE-293173,Delhi,Mid-Range,Villa,3,3,1151.34,756.98,4,6,7,Furnished,1,1,1,3.48,7.98,252.11
MU-824527,Mumbai,Mid-Range,Builder Floor,3,3,1209.62,887.7,6,18,19,Semi-Furnished,1,1,0,3.1,16.6,106.96
CH-242411,Chandigarh,Mid-Range,Independent House,4,4,849.3,667.41,5,7,16,Semi-Furnished,1,1,1,4.77,3.27,74.79
HY-675343,Hyderabad,Affordable,Apartment,1,1,709.22,503.42,8,17,5,Semi-Furnished,1,1,1,6.14,4.99,35.0
DE-882429,Delhi,Premium,Independent House,5,6,2423.48,2033.63,28,36,6,Furnished,1,1,1,3.14,5.53,436.71
BA-773763,Bangalore,Premium,Builder Floor,3,4,2358.86,1643.86,9,13,29,Semi-Furnished,1,1,1,5.54,19.16,134.0
CH-421771,Chennai,Premium,Villa,2,2,2375.55,1958.26,3,10,21,Furnished,1,1,1,2.91,6.85,258.18
HY-143230,Hyderabad,Premium,Independent House,2,3,2146.53,1573.14,23,36,3,Furnished,1,1,1,3.45,6.92,232.59
MU-570271,Mumbai,Mid-Range,Builder Floor,4,5,1574.76,1175.25,6,14,16,Furnished,1,1,0,3.98,2.05,274.99
DE-501284,Delhi,Mid-Range,Builder Floor,2,3,1400.14,1087.3,7,8,24,Furnished,0,1,1,5.64,10.22,228.24
KO-017544,Kolkata,Mid-Range,Villa,5,6,361.57,253.26,23,37,28,Unfurnished,0,1,0,4.15,11.07,19.28
AH-583752,Ahmedabad,Mid-Range,Independent House,3,3,211.33,139.98,3,37,10,Unfurnished,0,1,0,5.31,3.26,10.0
MU-285089,Mumbai,Premium,Villa,4,4,2908.45,2250.98,8,9,34,Semi-Furnished,1,1,0,0.26,10.54,624.23
BA-892379,Bangalore,Mid-Range,Apartment,1,2,1253.93,999.72,0,6,12,Unfurnished,1,1,0,1.65,0.67,141.43
DE-228162,Delhi,Mid-Range,Apartment,3,3,973.14,678.41,0,1,33,Unfurnished,1,1,1,4.52,10.81,68.7
KO-302996,Kolkata,Mid-Range,Apartment,3,3,1318.74,971.34,9,36,30,Semi-Furnished,1,1,1,3.53,12.39,67.81
AH-275623,Ahmedabad,Premium,Apartment,5,5,2318.95,1543.33,21,35,4,Semi-Furnished,1,1,1,2.43,9.68,160.54
CH-140164,Chennai,Affordable,Villa,3,4,746.42,536.11,0,18,5,Furnished,1,1,1,3.15,2.2,62.89
CH-568431,Chandigarh,Mid-Range,Independent House,2,3,1077.26,845.19,3,13,34,Semi-Furnished,1,1,1,3.32,11.78,46.15
CH-940383,Chandigarh,Affordable,Apartment,3,4,765.46,611.18,26,35,5,Unfurnished,1,1,1,5.55,13.51,37.05
KO-891076,Kolkata,Mid-Range,Apartment,2,3,710.35,485.58,5,9,23,Semi-Furnished,1,1,0,4.41,10.81,30.78
AH-827992,Ahmedabad,Affordable,Independent House,4,4,649.88,508.86,4,30,26,Semi-Furnished,1,1,0,3.51,12.26,13.97
JA-258670,Jaipur,Mid-Range,Apartment,4,5,1492.01,1162.02,0,24,26,Furnished,1,1,0,3.01,11.0,41.46
CH-937090,Chandigarh,Mid-Range,Villa,3,3,1434.05,958.39,2,29,19,Furnished,0,1,0,5.93,9.16,65.95
PU-557124,Pune,Affordable,Independent House,2,3,881.56,677.45,0,33,24,Unfurnished,1,1,1,3.69,13.19,46.24
CH-240577,Chennai,Mid-Range,Villa,4,5,1024.88,845.84,1,9,19,Semi-Furnished,1,1,1,6.47,13.77,66.24
DE-308427,Delhi,Mid-Range,Apartment,2,2,721.4,597.98,34,38,2,Unfurnished,1,1,1,2.6,6.79,117.67
BA-948101,Bangalore,Premium,Villa,2,2,2573.09,1988.82,3,9,6,Unfurnished,1,1,1,5.55,3.77,467.46
MU-534363,Mumbai,Mid-Range,Independent House,2,3,1191.94,796.83,27,29,33,Unfurnished,1,1,0,7.78,5.35,226.06
KO-801585,Kolkata,Mid-Range,Independent House,2,2,1084.38,883.1,24,26,11,Unfurnished,1,1,1,3.98,9.14,42.1
CH-649365,Chandigarh,Mid-Range,Independent House,2,2,1014.31,695.78,13,27,3,Semi-Furnished,1,1,1,2.09,7.38,124.28
CH-871864,Chandigarh,Mid-Range,Apartment,3,4,1459.81,1093.7,32,34,17,Unfurnished,1,1,1,5.95,8.42,108.86
KO-189756,Kolkata,Mid-Range,Villa,3,4,1147.52,813.39,32,39,33,Semi-Furnished,1,1,1,2.27,10.07,61.5
BA-867632,Bangalore,Affordable,Apartment,1,1,784.36,559.33,21,33,29,Furnished,1,1,0,4.3,5.06,40.6
HY-755034,Hyderabad,Affordable,Builder Floor,3,3,927.64,744.87,8,35,7,Unfurnished,0,1,0,0.6,9.44,40.08
HY-282406,Hyderabad,Affordable,Apartment,2,2,846.74,573.33,26,31,24,Unfurnished,1,1,1,1.75,10.86,21.99
HY-437435,Hyderabad,Premium,Villa,1,1,2358.58,1911.89,6,26,14,Furnished,0,1,1,1.87,8.91,254.49
DE-449453,Delhi,Mid-Range,Villa,4,4,1620.12,1222.67,6,10,14,Semi-Furnished,1,1,0,4.11,9.72,163.42
MU-348088,Mumbai,Mid-Range,Independent House,2,3,1596.49,1311.58,19,21,31,Unfurnished,1,1,1,2.38,9.51,193.64
DE-464046,Delhi,Mid-Range,Villa,3,4,982.35,723.63,10,15,25,Semi-Furnished,1,1,1,3.75,2.07,113.21
AH-890989,Ahmedabad,Mid-Range,Builder Floor,3,3,1048.83,748.9,2,10,5,Furnished,1,1,1,2.5,1.45,44.52
BA-613260,Bangalore,Premium,Villa,4,4,1962.55,1598.9,21,31,34,Unfurnished,1,1,1,5.22,4.96,294.6
AH-011500,Ahmedabad,Mid-Range,Apartment,2,2,926.59,640.78,23,27,30,Semi-Furnished,0,1,0,3.73,3.21,26.73
JA-955885,Jaipur,Affordable,Villa,2,2,529.38,418.92,19,30,25,Semi-Furnished,1,1,0,4.24,5.59,16.21
AH-442903,Ahmedabad,Affordable,Builder Floor,5,5,473.16,373.4,5,36,24,Unfurnished,0,1,1,3.47,0.93,25.63
KO-581924,Kolkata,Mid-Range,Builder Floor,1,1,1330.95,1079.7,15,39,33,Furnished,0,1,0,2.51,16.67,34.41
AH-759787,Ahmedabad,Mid-Range,Villa,2,3,1334.04,1129.07,14,20,8,Furnished,1,1,1,0.16,6.69,31.29557329557274
CH-515751,Chandigarh,Mid-Range,Villa,6,6,776.62,606.45,5,6,26,Furnished,0,1,1,4.64,10.71,34.92
DE-241836,Delhi,Premium,Villa,2,3,1409.69,1002.31,0,1,5,Semi-Furnished,1,0,0,0.91,8.17,217.58
PU-423373,Pune,Mid-Range,Apartment,3,3,1560.74,1039.51,1,11,11,Unfurnished,1,1,1,3.63,8.78,91.13
CH-617558,Chennai,Mid-Range,Villa,3,4,1015.59,685.49,23,32,13,Furnished,1,1,0,0.83,6.43,65.31
KO-516391,Kolkata,Affordable,Villa,4,4,909.4,603.75,5,34,27,Semi-Furnished,1,1,1,5.66,4.46,35.54
HY-840767,Hyderabad,Mid-Range,Builder Floor,2,3,1181.3,1004.06,29,30,14,Furnished,0,1,1,1.82,5.83,69.9
AH-416169,Ahmedabad,Affordable,Villa,1,1,727.53,546.28,27,36,0,Furnished,1,1,1,6.09,10.53,29.49
PU-617015,Pune,Mid-Range,Villa,4,4,1489.58,1037.36,17,18,8,Unfurnished,0,1,0,5.26,14.23,139.71
PU-539404,Pune,Affordable,Villa,4,4,861.3,601.52,14,32,14,Unfurnished,1,1,0,6.7,10.05,52.78
DE-450210,Delhi,Mid-Range,Apartment,3,3,1276.4,1064.55,30,32,3,Semi-Furnished,0,1,1,4.51,15.39,198.17
BA-031864,Bangalore,Mid-Range,Builder Floor,1,2,1359.97,1051.86,1,5,23,Furnished,1,1,0,4.7,4.61,119.21
KO-782821,Kolkata,Affordable,Builder Floor,2,2,1225.83,934.91,0,4,33,Furnished,1,1,1,3.29,2.34,55.25
BA-313848,Bangalore,Mid-Range,Builder Floor,3,3,1780.29,1442.91,1,8,22,Furnished,0,1,1,1.26,10.85,201.08
MU-113369,Mumbai,Affordable,Builder Floor,2,2,1073.72,871.46,5,12,34,Unfurnished,1,1,0,1.61,1.94,122.55
HY-752714,Hyderabad,Mid-Range,Independent House,3,3,1028.99,803.25,13,24,22,Unfurnished,0,1,1,1.22,4.02,85.58
CH-033584,Chandigarh,Affordable,Builder Floor,4,4,702.38,456.65,7,28,15,Unfurnished,1,1,1,3.27,12.31,25.87
AH-998281,Ahmedabad,Mid-Range,Builder Floor,3,4,1458.75,1097.11,5,20,11,Semi-Furnished,1,1,1,0.92,6.7,100.19
JA-803308,Jaipur,Mid-Range,Apartment,2,2,902.38,593.37,6,7,29,Furnished,1,1,0,1.0,4.85,23.1
AH-170035,Ahmedabad,Mid-Range,Builder Floor,2,2,1530.13,1048.98,9,31,2,Unfurnished,0,1,1,6.61,11.37,67.59
AH-111493,Ahmedabad,Mid-Range,Independent House,4,4,862.04,617.39,27,39,15,Semi-Furnished,1,1,1,3.59,17.4,31.33
MU-058903,Mumbai,Affordable,Builder Floor,4,4,561.9,403.04,17,27,15,Furnished,0,1,1,0.66,11.39,67.64
PU-705483,Pune,Affordable,Apartment,2,3,755.6,523.47,22,30,29,Unfurnished,0,1,1,0.9,1.38,39.22
JA-363338,Jaipur,Mid-Range,Builder Floor,3,3,665.62,521.82,22,34,18,Semi-Furnished,1,1,1,5.44,6.67,96.7038408955677
AH-699827,Ahmedabad,Affordable,Apartment,4,5,936.47,656.32,14,21,34,Semi-Furnished,1,1,0,4.89,10.59,15.73
CH-176725,Chandigarh,Affordable,Apartment,3,3,461.35,307.9,6,10,32,Furnished,0,1,0,1.2,9.3,16.94
MU-259345,Mumbai,Affordable,Builder Floor,1,1,1003.48,828.65,3,10,7,Unfurnished,1,1,0,3.42,3.57,144.33
AH-514142,Ahmedabad,Mid-Range,Builder Floor,2,2,984.0,726.9,25,29,21,Semi-Furnished,1,1,1,1.15,8.58,54.8
CH-554176,Chennai,Mid-Range,Villa,2,2,1756.26,1324.4,10,21,28,Furnished,0,1,0,0.54,8.73,121.81
AH-842018,Ahmedabad,Mid-Range,Independent House,2,3,1255.57,998.24,2,14,23,Unfurnished,1,1,0,3.6,15.73,48.4
MU-319859,Mumbai,Premium,Builder Floor,2,3,2283.04,1509.37,2,15,11,Semi-Furnished,1,1,0,4.4,10.91,531.45
MU-566602,Mumbai,Mid-Range,Villa,4,5,1424.81,1089.08,18,35,27,Unfurnished,1,1,0,1.56,5.92,327.29
JA-741216,Jaipur,Premium,Apartment,1,1,1811.19,1257.43,8,26,14,Unfurnished,0,1,0,1.73,5.07,66.23
DE-478539,Delhi,Affordable,Villa,3,3,963.84,784.71,7,8,11,Semi-Furnished,1,1,0,4.05,8.62,362.45141375705833
AH-211866,Ahmedabad,Premium,Villa,3,3,1737.67,1278.03,6,33,5,Furnished,1,1,1,4.52,9.92,149.14
DE-680041,Delhi,Mid-Range,Builder Floor,2,3,836.28,683.82,3,6,8,Unfurnished,1,1,1,1.3,14.35,75.42
KO-990095,Kolkata,Mid-Range,Villa,5,6,1288.26,998.35,23,39,22,Furnished,1,1,0,3.12,6.25,99.05
AH-727065,Ahmedabad,Mid-Range,Builder Floor,5,5,974.01,763.93,5,20,21,Semi-Furnished,0,1,1,4.58,8.53,48.4
KO-092829,Kolkata,Affordable,Builder Floor,3,3,859.87,598.53,21,25,6,Unfurnished,1,1,1,1.07,4.19,55.48
CH-143997,Chennai,Mid-Range,Villa,1,1,1149.36,826.89,10,15,26,Furnished,0,1,1,9.53,6.69,78.65
KO-563809,Kolkata,Mid-Range,Apartment,1,2,1262.59,1059.1,5,37,1,Furnished,1,1,1,2.91,9.37,103.42
JA-724843,Jaipur,Premium,Apartment,1,1,1940.45,1469.55,5,8,17,Semi-Furnished,1,1,1,1.74,18.75,58.69
CH-886958,Chandigarh,Premium,Apartment,5,6,1334.42,1095.52,10,37,27,Furnished,0,1,0,3.45,12.41,68.49
KO-066356,Kolkata,Affordable,Independent House,6,6,795.83,584.13,2,3,26,Furnished,1,0,1,0.49,8.25,23.18
PU-114319,Pune,Mid-Range,Builder Floor,3,3,1224.85,940.9,4,8,32,Furnished,1,1,0,1.54,8.96,100.95
HY-399234,Hyderabad,Premium,Builder Floor,1,2,1393.64,911.36,26,39,6,Unfurnished,1,1,1,4.8,8.08,200.39
MU-976154,Mumbai,Mid-Range,Apartment,2,3,1089.1,894.84,8,26,4,Furnished,1,1,1,4.1,7.61,282.66
JA-293195,Jaipur,Premium,Villa,2,3,2433.6,1857.89,1,21,33,Furnished,1,1,0,1.3,10.63,114.13
AH-833875,Ahmedabad,Affordable,Builder Floor,3,4,974.73,753.37,2,38,22,Semi-Furnished,0,1,0,2.01,10.61,27.57
PU-053343,Pune,Premium,Independent House,3,4,2203.84,1456.94,3,26,30,Unfurnished,0,1,1,1.09,6.84,264.91
PU-535159,Pune,Mid-Range,Apartment,1,1,907.91,757.48,5,22,8,Semi-Furnished,0,1,0,6.72,6.38,60.27
BA-753012,Bangalore,Affordable,Independent House,2,2,845.17,621.18,3,4,24,Semi-Furnished,1,1,1,0.76,8.09,31.51
CH-995174,Chandigarh,Affordable,Builder Floor,2,3,559.3,413.9,9,38,16,Furnished,1,1,0,4.56,7.82,42.21
BA-031303,Bangalore,Premium,Villa,3,3,2033.36,1382.95,14,24,8,Furnished,1,1,1,4.36,8.55,189.72
CH-757898,Chennai,Affordable,Builder Floor,3,4,662.37,554.6,15,18,15,Furnished,0,1,1,0.7,0.51,31.86
CH-003979,Chandigarh,Affordable,Builder Floor,3,4,914.49,620.99,1,8,29,Furnished,1,1,0,4.3,5.77,45.91
JA-569679,Jaipur,Affordable,Independent House,2,3,894.33,729.74,11,18,9,Furnished,1,1,1,1.88,11.36,27.18
JA-299865,Jaipur,Affordable,Builder Floor,3,4,798.23,595.44,18,37,31,Semi-Furnished,1,1,1,3.12,9.14,26.6
AH-930925,Ahmedabad,Affordable,Apartment,3,3,1037.02,764.61,23,27,13,Furnished,1,1,1,3.98,7.99,37.35
PU-191144,Pune,Premium,Builder Floor,3,3,1048.1,698.01,26,32,30,Unfurnished,1,1,1,6.03,4.95,119.56
PU-100543,Pune,Premium,Independent House,2,2,2400.82,1951.81,5,17,17,Unfurnished,1,1,0,3.49,7.37,313.16
JA-667863,Jaipur,Mid-Range,Builder Floor,2,3,1009.54,743.02,0,16,24,Semi-Furnished,1,1,0,7.7,3.71,22.36
PU-929652,Pune,Mid-Range,Apartment,2,2,1444.82,1139.85,16,39,33,Unfurnished,1,1,0,2.85,2.8,131.99
CH-773502,Chandigarh,Premium,Apartment,2,3,1885.19,1270.99,4,13,11,Unfurnished,1,1,1,3.6,8.43,192.09
JA-048004,Jaipur,Premium,Builder Floor,1,2,2576.77,2082.81,0,9,34,Semi-Furnished,1,1,1,4.41,11.62,91.22
MU-176228,Mumbai,Mid-Range,Independent House,2,2,1344.26,957.33,1,31,10,Semi-Furnished,1,1,1,2.89,1.57,219.79
AH-981247,Ahmedabad,Mid-Range,Apartment,2,3,1125.19,866.71,2,4,22,Semi-Furnished,0,1,1,6.29,10.48,49.34
CH-430324,Chandigarh,Mid-Range,Villa,2,3,862.63,695.67,7,9,15,Unfurnished,1,1,1,0.35,12.27,37.22
CH-846088,Chandigarh,Affordable,Builder Floor,3,3,1053.05,875.4,3,24,15,Furnished,1,1,1,4.05,4.71,89.63
HY-042388,Hyderabad,Mid-Range,Villa,3,3,980.54,752.09,0,5,1,Furnished,1,1,0,2.5,9.69,60.1
CH-399443,Chandigarh,Mid-Range,Independent House,1,2,1183.99,867.57,7,8,12,Unfurnished,1,1,1,0.18,2.8,154.84
MU-254821,Mumbai,Mid-Range,Independent House,2,3,728.95,491.06,12,17,23,Furnished,1,1,1,6.06,6.72,108.69
CH-121210,Chandigarh,Mid-Range,Villa,3,4,1276.81,983.27,1,7,16,Semi-Furnished,1,1,0,4.97,5.5,78.95
KO-013892,Kolkata,Mid-Range,Villa,1,2,630.98,415.61,10,21,34,Furnished,1,1,0,4.2,6.11,24.33
BA-258513,Bangalore,Premium,Apartment,2,2,2507.02,1748.7,11,18,27,Semi-Furnished,0,1,1,2.05,0.03,283.56
HY-728511,Hyderabad,Mid-Range,Apartment,2,2,1119.37,789.64,25,32,3,Furnished,1,1,1,3.94,8.62,103.11
MU-872855,Mumbai,Affordable,Builder Floor,1,2,1024.88,834.53,0,9,32,Semi-Furnished,0,1,0,3.95,9.0,79.26
CH-779447,Chandigarh,Mid-Range,Apartment,3,4,1362.72,1006.42,4,22,9,Semi-Furnished,0,1,0,4.41,10.7,118.35
HY-414404,Hyderabad,Premium,Villa,5,5,1480.97,1011.56,6,24,20,Semi-Furnished,0,1,1,5.04,7.21,154.49
PU-162073,Pune,Premium,Builder Floor,2,3,2294.75,1593.12,2,3,7,Unfurnished,1,1,1,4.09,11.99,252.07
CH-034420,Chennai,Mid-Range,Villa,2,2,1315.1,1112.0,9,10,10,Unfurnished,1,1,0,1.24,14.45,93.6
PU-705716,Pune,Mid-Range,Independent House,2,2,962.17,769.92,2,16,3,Furnished,1,1,0,6.21,7.91,113.09
BA-571888,Bangalore,Premium,Independent House,1,2,2348.55,1886.41,34,36,1,Semi-Furnished,0,1,0,5.36,4.16,1492.828310001599
HY-253261,Hyderabad,Mid-Range,Independent House,3,4,1166.44,865.45,6,8,26,Unfurnished,1,1,1,3.86,13.44,50.69
PU-595934,Pune,Mid-Range,Apartment,2,2,1295.92,919.4,12,19,26,Furnished,0,1,1,2.59,0.35,152.44
CH-420213,Chandigarh,Affordable,Independent House,3,3,785.85,563.11,22,29,1,Unfurnished,1,1,0,4.02,16.12,46.21
KO-942908,Kolkata,Affordable,Villa,3,3,335.67,266.65,12,23,16,Semi-Furnished,1,1,1,0.87,13.85,10.61
MU-820169,Mumbai,Mid-Range,Apartment,6,6,1054.91,721.46,0,1,30,Unfurnished,1,1,1,5.46,5.76,248.0
DE-515893,Delhi,Mid-Range,Independent House,3,3,1096.99,812.18,6,9,15,Furnished,1,1,1,5.17,7.4,197.22
PU-061060,Pune,Mid-Range,Builder Floor,4,4,1493.97,1235.69,7,20,32,Unfurnished,1,1,1,1.26,17.41,45.91
MU-817231,Mumbai,Premium,Independent House,1,2,1688.96,1206.47,1,3,13,Unfurnished,0,0,1,4.19,3.09,599.19
JA-881182,Jaipur,Mid-Range,Villa,1,1,1280.18,1062.41,27,34,0,Furnished,1,1,1,1.35,7.79,39.26235375383296
BA-194606,Bangalore,Mid-Range,Apartment,2,2,1538.5,1190.33,0,12,13,Semi-Furnished,0,1,1,2.77,7.45,124.69
PU-915772,Pune,Mid-Range,Villa,3,3,1164.23,822.86,0,6,20,Furnished,1,1,1,3.74,6.26,41.192632214749636
BA-543276,Bangalore,Premium,Apartment,1,2,1748.24,1175.79,30,32,11,Semi-Furnished,1,1,1,6.49,3.59,287.35
BA-906371,Bangalore,Premium,Villa,4,4,1093.44,794.45,2,8,34,Semi-Furnished,1,1,1,0.46,5.21,163.04
AH-844833,Ahmedabad,Affordable,Builder Floor,3,4,753.06,605.17,4,21,16,Furnished,1,1,1,0.74,6.02,25.26
CH-749321,Chennai,Mid-Range,Villa,3,3,1067.22,760.51,12,20,2,Furnished,1,1,0,3.02,4.5,112.95
PU-202103,Pune,Mid-Range,Independent House,2,2,968.07,646.65,13,18,33,Furnished,1,1,1,3.0,9.77,46.55
CH-993155,Chennai,Mid-Range,Apartment,2,3,1397.79,1086.78,18,34,27,Furnished,1,1,1,3.81,8.77,55.78
BA-641263,Bangalore,Affordable,Villa,4,5,763.42,504.16,6,32,20,Unfurnished,0,1,0,5.75,8.49,41.12
AH-832988,Ahmedabad,Mid-Range,Independent House,4,4,887.17,725.82,0,1,24,Furnished,1,1,1,3.41,9.26,25.21
